Timestamp (us),X (a.u.),Y (a.u.),Z (a.u.)
933918945,0.804449,-0.187074,-0.754631
933968832,0.813549,-0.177642,-0.734453
934018720,0.813503,-0.177627,-0.734070
934068606,0.813480,-0.168805,-0.744501
934118491,0.813507,-0.186655,-0.733691
934168376,0.804292,-0.168537,-0.733746
934218254,0.804332,-0.168978,-0.754486
934268130,0.804419,-0.177607,-0.734388
934318016,0.813507,-0.186655,-0.733691
934367900,0.813562,-0.177861,-0.744765
934467667,0.795253,-0.168532,-0.734447
934517555,0.804370,-0.177805,-0.744184
934567445,0.804408,-0.186631,-0.733882
934617336,0.822646,-0.177880,-0.744442
934667230,0.804423,-0.186637,-0.734010
934717114,0.813507,-0.186655,-0.733691
934767003,0.804373,-0.168136,-0.714021
934816900,0.804352,-0.186183,-0.713025
934866773,0.813501,-0.168384,-0.724267
934916660,0.813518,-0.177632,-0.734197
934966543,0.804332,-0.168978,-0.754486
935066315,0.795198,-0.177541,-0.733558
935116204,0.813482,-0.178048,-0.754297
935166093,0.795230,-0.186793,-0.743609
935215983,0.804419,-0.177607,-0.734388
935265872,0.795220,-0.168735,-0.744372
935315760,0.804368,-0.178018,-0.754363
935365656,0.795308,-0.186607,-0.734073
935415546,0.804300,-0.159725,-0.744431
935465429,0.804386,-0.177810,-0.744313
935515322,0.804393,-0.186626,-0.733754
935565208,0.804433,-0.195239,-0.713276
935615092,0.813454,-0.177824,-0.743861
935664980,0.795223,-0.168522,-0.734192
935714864,0.804381,-0.178236,-0.764673
935764749,0.795198,-0.177541,-0.733558
935814637,0.795243,-0.177556,-0.733941
935864522,0.804394,-0.168999,-0.755009
935914412,0.785998,-0.159427,-0.733740
935964295,0.804386,-0.177810,-0.744313
936014186,0.786126,-0.187195,-0.764157
