Timestamp (us),X (g),Y (g),Z (g)
921600180,-1.134319,-0.468350,-0.333698
921620238,-1.030127,-0.367660,-0.283773
921640296,-0.976876,-0.215537,-0.235912
921660353,-1.078668,-0.060610,-0.143146
921680411,-1.027449,-0.112713,-0.189908
921720527,-0.923718,-0.115476,-0.284947
921740585,-0.974013,-0.013323,-0.287770
921760642,-0.973089,0.036728,-0.337354
921780700,-0.972720,0.088119,-0.289285
921800756,-0.971796,0.138170,-0.338870
921820813,-1.024030,0.088160,-0.339420
921840871,-1.024308,0.088831,-0.290593
921860929,-1.076542,0.038821,-0.291142
921880984,-0.973089,0.036728,-0.337354
921901041,-0.975029,-0.115436,-0.335081
921921097,-0.925380,-0.268310,-0.331500
921941154,-0.929260,-0.572637,-0.326954
921961211,-0.978908,-0.419762,-0.330534
921981269,-1.029019,-0.213484,-0.139565
922001326,-1.025601,-0.012612,-0.289077
922021384,-0.921501,0.036017,-0.336047
922041440,-0.871852,-0.116858,-0.332466
922061496,-1.030496,-0.419051,-0.331842
922081553,-1.082731,-0.469061,-0.332391
922101609,-1.030496,-0.419051,-0.331842
922121665,-1.081992,-0.366278,-0.236253
922141721,-1.027541,-0.164775,-0.286804
922161780,-1.184245,-0.314805,-0.288452
922181839,-1.132010,-0.264795,-0.287903
922201894,-1.082084,-0.418340,-0.333149
922221952,-1.030404,-0.366989,-0.234946
922242010,-1.080422,-0.265506,-0.286595
922262068,-0.922794,-0.065426,-0.334532
922282125,-0.872499,-0.167579,-0.331709
922302182,-0.614189,-0.119743,-0.277103
922322239,-0.926490,-0.265628,-0.136193
922342296,-0.977431,-0.214195,-0.138258
922362356,-0.871669,-0.012733,-0.138675
922382416,-0.925197,-0.164185,-0.137709
922402476,-0.976876,-0.215537,-0.235912
922422540,-0.874069,-0.268351,-0.281366
922442596,-0.926582,-0.317690,-0.233089
922482696,-0.978816,-0.367700,-0.233638
922502752,-1.030127,-0.367660,-0.283773
922522810,-0.978816,-0.367700,-0.233638
922542871,-0.926951,-0.369082,-0.281158
922562923,-0.927597,-0.419803,-0.280400
922582983,-0.979185,-0.419092,-0.281707
922603043,-0.979185,-0.419092,-0.281707
922623092,-0.979185,-0.419092,-0.281707
922643148,-0.927597,-0.419803,-0.280400
922663205,-0.925935,-0.266969,-0.233847
922683260,-0.976968,-0.267599,-0.332808
922703316,-1.028834,-0.266217,-0.285288
922723371,-1.029111,-0.265547,-0.236461
922743428,-0.976876,-0.215537,-0.235912
922763484,-0.976599,-0.216207,-0.284739
922783543,-0.976322,-0.216878,-0.333565
922803600,-0.976876,-0.215537,-0.235912
922823658,-1.029111,-0.265547,-0.236461
922843713,-0.924642,-0.165527,-0.235362
922863770,-0.924364,-0.166197,-0.284189
922883828,-0.874069,-0.268351,-0.281366
922903884,-1.030496,-0.419051,-0.331842
922923941,-0.926673,-0.369752,-0.329985
922943997,-0.924734,-0.217589,-0.332258
922964052,-0.923718,-0.115476,-0.284947
922984110,-0.973735,-0.013993,-0.336597
923004167,-0.921870,-0.015375,-0.384116
923024225,-0.869727,-0.017427,-0.480462
923044282,-0.973272,-0.067397,-0.531146
923064338,-1.180457,-0.062541,-0.389895
923084395,-1.077005,0.092224,-0.096593
923104453,-1.127486,0.247110,0.046307
923124509,-1.073864,0.293767,-0.197278
923144567,-1.023661,0.139552,-0.291351
923164624,-0.921501,0.036017,-0.336047
923184682,-0.923440,-0.116147,-0.333774
923204739,-0.976968,-0.267599,-0.332808
923224798,-1.027910,-0.216167,-0.334873
923244855,-1.026247,-0.063333,-0.288319
923264912,-1.026525,-0.062662,-0.239492
923284969,-1.078945,-0.059939,-0.094319
923305026,-1.029482,-0.160081,0.054984
923325083,-1.135153,-0.309481,0.152297
923345140,-1.190160,-0.509642,0.300501
923365198,-1.245443,-0.709133,0.497532
923385255,-1.557650,-0.959813,0.395824
923405312,-1.911469,-0.449636,0.232614
923425370,-2.060045,0.060379,0.269941
923445427,-1.851290,0.156294,0.078347
923465484,-1.643642,0.098034,-0.257454
923485541,-1.389950,-0.261240,-0.294439
923505598,-1.445603,-0.512122,-0.145477
923525655,-1.602770,-0.608749,0.047424
923545712,-1.553954,-0.759611,0.197485
923565769,-1.398080,-0.764427,0.006100
923585827,-1.397895,-0.817160,-0.139623
923605884,-1.239620,-0.566358,-0.188317
923625942,-0.823313,-0.267050,-0.133578
923645999,-0.513324,-0.167862,0.019231
923666057,-0.252889,-0.020596,-0.074160
923686114,-0.252612,-0.021266,-0.122987
923706170,-0.147773,0.130146,-0.073819
923726227,-0.146295,0.178855,-0.221057
923746285,-0.146849,0.180196,-0.123403
923766342,-0.042657,0.280887,-0.073477
923786398,-0.096279,0.234230,0.170107
923806456,0.006251,0.182086,0.173480
923826513,-0.098959,0.136141,0.415757
923846571,-0.151379,0.138864,0.560930
923866629,-0.306976,0.143009,0.703489
923886688,-0.464512,-0.005010,0.848321
923906745,-0.569628,-0.155751,0.847980
923926802,-0.725130,-0.256401,0.747919
923946859,-0.778935,-0.407183,0.797712
923966915,-0.676220,-0.512059,0.655362
923986972,-0.624263,-0.461378,0.704738
924007028,-0.569903,-0.311938,0.557292
924027085,-0.621860,-0.362618,0.507916
924047143,-0.568147,-0.263899,0.361227
924067199,-0.620382,-0.313909,0.360677
924087256,-0.567500,-0.213178,0.360469
924107313,-0.618534,-0.213808,0.261508
924127369,-0.669567,-0.214438,0.162547
924147425,-0.773390,-0.263737,0.160690
924167481,-1.031422,-0.312244,0.057258
924187538,-1.186925,-0.412894,-0.042803
924207594,-1.238144,-0.360791,0.003959
924227651,-1.134321,-0.311493,0.005816
924247709,-1.185540,-0.259390,0.052578
924267765,-1.393832,-0.408709,0.049622
924287822,-1.393832,-0.408709,0.049622
924307880,-1.184616,-0.209339,0.002993
924327937,-1.078761,0.044185,0.099472
924347993,-1.181291,0.096329,0.096100
924368049,-1.388476,0.101185,0.237351
924388106,-1.440896,0.103908,0.382524
924408163,-1.391894,-0.099688,0.386863
924428220,-1.237591,-0.205275,0.245820
924448276,-1.549520,-0.456626,0.095285
924468332,-1.862189,-0.653903,0.188125
924488389,-1.036780,-0.665280,0.209043
924508446,-0.773388,-0.420595,-0.178824
924528500,-0.821096,-0.115557,-0.184679
924548555,-1.025970,-0.064003,-0.337146
924568611,-0.974105,-0.065385,-0.384666
924588667,-0.972442,0.087449,-0.338112
924608724,-1.023847,0.192285,-0.145628
924628782,-1.023477,0.243676,-0.097559
924648837,-1.074233,0.242376,-0.245347
924668892,-0.919561,0.188180,-0.338320
924688948,-0.972811,0.036057,-0.386181
924709005,-0.974382,-0.064715,-0.335839
924729061,-1.025970,-0.064003,-0.337146
924749118,-1.024677,0.037439,-0.338662
924769174,-1.025601,-0.012612,-0.289077
924789231,-1.078668,-0.060610,-0.143146
924809288,-1.130902,-0.110620,-0.143696
924829345,-1.080793,-0.160040,0.004850
924849400,-1.079961,-0.162052,-0.141631
924869456,-1.028742,-0.214155,-0.188392
924889511,-1.082733,-0.312204,0.007123
924909565,-0.981774,-0.465119,0.060838
924929621,-0.878967,-0.517932,0.015384
924949677,-0.931662,-0.671396,-0.130131
924969732,-1.087720,-0.770705,-0.132537
924989789,-1.293703,-0.716469,-0.089697
925009846,-1.601383,-0.612102,-0.196710
925029903,-1.754024,-0.353681,-0.009114
925049958,-1.491003,-0.003529,-0.105536
925070016,-1.127761,0.090923,-0.244381
925090072,-0.919006,0.186839,-0.435974
925110128,-0.711730,0.234045,-0.480329
925130185,-0.661343,0.183954,-0.380611
925150241,-0.558259,0.130469,-0.474892
925170297,-0.508888,-0.021734,-0.422484
925190354,-0.614281,-0.171805,-0.373999
925210410,-0.614559,-0.171134,-0.325172
925230467,-0.767014,0.034554,-0.283298
925250523,-0.870190,0.035976,-0.285913
925270579,-1.128130,0.039532,-0.292450
925290634,-1.335684,-0.007004,-0.199267
925310691,-1.442097,0.054528,0.480936
925330747,-1.443115,0.109273,0.773139
925350803,-1.283729,0.200534,0.189623
925370860,-1.584664,0.654585,-0.313309
925390916,-1.324231,0.958709,-0.067185
925410972,-0.352371,0.337886,0.064401
925431029,-0.458224,-0.072496,-0.371592
925451083,-1.499223,-0.715637,-0.241407
925471138,-1.291023,-0.618380,-0.335347
925491194,-0.824976,-0.419884,-0.180132
925511249,-0.774218,-0.575441,-0.371858
925531305,-0.877302,-0.521956,-0.277577
925551361,-0.925380,-0.268310,-0.331500
925571417,-1.026710,-0.009929,-0.093770
925591473,-0.975491,-0.062032,-0.140531
925611528,-0.976230,-0.164816,-0.236670
925631584,-1.029757,-0.316268,-0.235703
925651641,-1.080791,-0.316898,-0.334664
925671698,-0.977892,-0.317649,-0.283223
925691754,-0.873792,-0.269021,-0.330193
925711811,-0.925103,-0.268981,-0.380327
925731867,-0.975120,-0.167498,-0.431977
925751924,-1.026062,-0.116066,-0.434042
925771981,-0.973181,-0.015335,-0.434250
925792038,-0.972811,0.036057,-0.386181
925812095,-0.972442,0.087449,-0.338112
925832151,-0.974013,-0.013323,-0.287770
925852208,-1.082363,-0.260812,0.055192
925872264,-1.033270,-0.412345,0.156427
925892321,-1.032438,-0.414357,0.009946
925912378,-1.182952,-0.213363,-0.289968
925932433,-1.385239,0.041075,-0.445467
925952488,-1.331711,0.192527,-0.446433
925972544,-1.075064,0.087530,-0.438381
925992599,-0.975212,-0.219560,-0.528873
926012654,-0.923716,-0.272334,-0.624461
926032710,-0.819893,-0.223035,-0.622604
926052766,-0.718010,-0.325899,-0.618474
926072822,-0.820170,-0.222364,-0.573778
926092878,-0.920022,0.084726,-0.483285
926112935,-1.124343,0.291796,-0.393892
926132992,-1.124251,0.343858,-0.296996
926153047,-1.021352,0.343107,-0.245555
926173104,-0.968840,0.392446,-0.293832
926193162,-0.914943,0.595290,-0.246729
926213220,-1.018121,0.753570,0.090171
926233275,-1.073038,0.762328,0.674785
926253331,-1.230754,0.196470,-0.053203
926273388,-1.646598,-0.156242,-0.302492
926293443,-0.973735,-0.013993,-0.336597
926313500,-0.669008,-0.529495,-0.614136
926333556,-0.932584,-0.878305,-0.420060
926353612,-0.925749,-0.319702,-0.379569
926373668,-0.973366,0.037398,-0.288528
926393724,-1.126560,0.140303,-0.342792
926413780,-1.022737,0.189602,-0.340935
926433836,-1.023938,0.140222,-0.242524
926453891,-0.972720,0.088119,-0.289285
926473947,-0.974013,-0.013323,-0.287770
926494003,-0.976230,-0.164816,-0.236670
926514057,-0.871483,-0.065466,-0.284397
926534112,-0.923440,-0.116147,-0.333774
926554168,-1.028556,-0.266888,-0.334115
926574225,-1.078574,-0.165405,-0.385765
926594282,-1.182952,-0.213363,-0.289968
926614338,-1.026802,-0.061992,-0.190666
926634394,-1.076451,0.090883,-0.194246
926654449,-1.024216,0.140893,-0.193697
926674505,-0.972073,0.138841,-0.290043
926694560,-0.971149,0.188891,-0.339628
926714616,-0.867049,0.237519,-0.386598
926734670,-0.920208,0.137459,-0.337563
926754726,-0.920854,0.086738,-0.336805
926774782,-0.869635,0.034635,-0.383567
926794838,-0.973458,-0.014664,-0.385423
926814894,-0.973458,-0.014664,-0.385423
926834949,-0.921501,0.036017,-0.336047
926855005,-0.922147,-0.014704,-0.335289
926875061,-1.024954,0.038109,-0.289835
926895117,-1.076820,0.039491,-0.242315
926915173,-1.076820,0.039491,-0.242315
926935228,-1.025878,-0.011941,-0.240250
926955284,-1.025231,0.038780,-0.241008
926975339,-1.025601,-0.012612,-0.289077
926995394,-1.025601,-0.012612,-0.289077
927015448,-0.973366,0.037398,-0.288528
927035503,-0.972073,0.138841,-0.290043
927055560,-0.972350,0.139511,-0.241216
927075617,-1.023938,0.140222,-0.242524
927095674,-1.026617,-0.114725,-0.336388
927115730,-0.925749,-0.319702,-0.379569
927135786,-0.924640,-0.322384,-0.574877
927155843,-0.924271,-0.270993,-0.526808
927175900,-0.922239,-0.066767,-0.432185
927195955,-1.023106,0.138210,-0.389004
927216013,-1.023015,0.190273,-0.292108
927236070,-1.022737,0.189602,-0.340935
927256127,-0.920208,0.137459,-0.337563
927276184,-0.973366,0.037398,-0.288528
927296241,-0.974659,-0.064044,-0.287012
927316298,-0.923440,-0.116147,-0.333774
927336355,-0.975306,-0.114765,-0.286254
927356411,-0.974659,-0.064044,-0.287012
927376469,-0.923071,-0.064755,-0.285705
927396526,-0.976230,-0.164816,-0.236670
927416583,-0.924364,-0.166197,-0.284189
927436640,-0.871483,-0.065466,-0.284397
927456697,-0.973735,-0.013993,-0.336597
927476754,-0.926673,-0.369752,-0.329985
927496812,-1.031512,-0.521164,-0.379153
927516868,-1.340857,-0.412773,-0.193205
927536924,-1.650295,-0.199586,0.235361
927556982,-1.648264,0.004639,0.329984
927577038,-1.545088,0.003217,0.332599
927597095,-1.288069,-0.207246,0.049205
927617151,-1.132010,-0.264795,-0.287903
927637208,-1.231953,-0.009767,-0.294306
927657265,-1.384408,0.195921,-0.252433
927677321,-1.487030,0.196002,-0.352701
927697378,-1.438397,-0.058985,-0.396432
927717433,-1.335221,-0.060407,-0.393817
927737489,-1.232322,-0.061159,-0.342375
927757545,-1.127207,0.089582,-0.342034
927777602,-1.022091,0.240323,-0.341693
927797659,-0.970872,0.188220,-0.388455
927817717,-0.816477,0.134695,-0.432602
927837774,-0.765812,0.083934,-0.381710
927857832,-0.610032,0.183913,-0.330477
927877886,-0.609386,0.234635,-0.331234
927897942,-0.506487,0.233883,-0.279793
927917996,-0.507319,0.235895,-0.133312
927938052,-0.507966,0.185174,-0.132555
927958108,-0.663099,0.135915,-0.184546
927978163,-0.872132,0.040670,0.055875
927998216,-1.032440,-0.257499,0.349461
928018270,-1.194871,-0.811957,0.451528
928038325,-1.301372,-1.116203,0.355807
928058378,-1.191453,-0.611084,0.302017
928078432,-1.030314,-0.158069,0.201465
928098487,-0.978172,-0.160121,0.105118
928118543,-0.925013,-0.060061,0.056083
928138599,-1.126191,0.191695,-0.294723
928158655,-2.104887,0.410773,-0.127286
928178712,-1.651313,-0.144842,0.527565
928198768,-0.936282,-0.921649,0.117793
928218826,-0.564170,-0.378083,-0.564968
928238883,-0.603750,0.587000,-0.531846
928258939,-0.810566,0.643248,-0.342526
928278997,-0.868342,0.136077,-0.385082
928299054,-0.922886,-0.117488,-0.431427
928319111,-1.024122,0.036098,-0.436315
928339167,-1.024122,0.036098,-0.436315
928359223,-0.973827,-0.066056,-0.433493
928379280,-1.025693,-0.064674,-0.385973
928399338,-0.973827,-0.066056,-0.433493
928419394,-0.973089,0.036728,-0.337354
928439451,-1.024030,0.088160,-0.339420
928459508,-0.920854,0.086738,-0.336805
928479566,-1.024030,0.088160,-0.339420
928499624,-0.974382,-0.064715,-0.335839
928519680,-1.027910,-0.216167,-0.334873
928539737,-0.975306,-0.114765,-0.286254
928559795,-1.081346,-0.315557,-0.237011
928579852,-1.030959,-0.365648,-0.137292
928599910,-1.031053,-0.260852,0.105327
928619968,-0.979556,-0.313626,0.009738
928640025,-0.978910,-0.262905,0.008980
928660083,-0.978447,-0.316308,-0.185569
928680141,-1.031420,-0.469102,-0.282257
928700198,-0.928521,-0.469853,-0.230815
928720256,-1.185169,-0.364856,-0.238868
928740313,-1.286038,-0.003021,0.143828
928760370,-1.441451,0.105249,0.480178
928780426,-1.440527,0.155300,0.430593
928800483,-1.540282,0.200737,-0.061047
928820540,-1.329957,0.397424,-0.302983
928840597,-1.121479,0.494010,-0.445750
928860654,-1.071090,0.287061,-0.685546
928880710,-1.229273,0.088322,-0.539956
928900768,-1.231121,-0.011779,-0.440787
928920825,-0.971518,0.137499,-0.387697
928940883,-0.764797,0.186047,-0.334399
928960941,-0.867696,0.186798,-0.385840
928980998,-0.920208,0.137459,-0.337563
929001055,-0.816385,0.186758,-0.335706
929021111,-0.661621,0.184625,-0.331784
929041168,-0.661898,0.185295,-0.282957
929061225,-0.869266,0.086027,-0.335498
929081282,-0.870837,-0.014745,-0.285155
929101338,-0.973644,0.038069,-0.239701
929121394,-1.026525,-0.062662,-0.239492
929141452,-0.875271,-0.317730,-0.182955
929161509,-0.980295,-0.416409,-0.086400
929181566,-0.980943,-0.310273,0.253872
929201623,-0.875273,-0.160873,0.156560
929221679,-0.868897,0.137418,-0.287429
929241735,-1.021167,0.290374,-0.391278
929261792,-1.435719,0.195961,-0.302567
929281850,-1.235188,-0.106515,0.048997
929301906,-1.079683,-0.162723,-0.190457
929321964,-0.972442,0.087449,-0.338112
929342022,-0.868342,0.136077,-0.385082
929362079,-0.920669,0.034005,-0.482528
929382136,-1.077650,-0.115355,-0.435349
929402192,-1.129146,-0.062581,-0.339761
929422249,-1.127484,0.090253,-0.293207
929442306,-0.919930,0.136788,-0.386390
929462363,-0.972165,0.086778,-0.386939
929482421,-0.972811,0.036057,-0.386181
929502479,-1.024030,0.088160,-0.339420
929522536,-1.023384,0.138881,-0.340177
929542593,-0.971796,0.138170,-0.338870
929562652,-1.024030,0.088160,-0.339420
929582709,-1.024399,0.036768,-0.387489
929602767,-1.077281,-0.063963,-0.387280
929622823,-0.973366,0.037398,-0.288528
929642880,-1.076820,0.039491,-0.242315
929662937,-1.129332,-0.009848,-0.194038
929682996,-1.129146,-0.062581,-0.339761
929703054,-1.026617,-0.114725,-0.336388
929723111,-0.973735,-0.013993,-0.336597
929743169,-0.972442,0.087449,-0.338112
929763225,-0.919838,0.188851,-0.289494
929783281,-0.970225,0.238942,-0.389212
929803339,-0.919284,0.187509,-0.387147
929823395,-0.919930,0.136788,-0.386390
929843452,-0.919284,0.187509,-0.387147
929863510,-0.920577,0.086067,-0.385632
929883566,-0.972165,0.086778,-0.386939
929903624,-1.024030,0.088160,-0.339420
929923682,-1.024677,0.037439,-0.338662
929943740,-0.972720,0.088119,-0.289285
929963809,-0.972442,0.087449,-0.338112
929983868,-0.971796,0.138170,-0.338870
930003925,-0.971796,0.138170,-0.338870
930023982,-0.971796,0.138170,-0.338870
930044040,-1.024030,0.088160,-0.339420
930064099,-0.973089,0.036728,-0.337354
930084156,-0.972811,0.036057,-0.386181
930104213,-0.973089,0.036728,-0.337354
930124271,-0.920854,0.086738,-0.336805
930144328,-1.024030,0.088160,-0.339420
930164385,-0.972442,0.087449,-0.338112
930184442,-0.972442,0.087449,-0.338112
930204500,-0.972073,0.138841,-0.290043
930224558,-0.972073,0.138841,-0.290043
930244615,-0.972073,0.138841,-0.290043
930264672,-0.972442,0.087449,-0.338112
930284730,-0.921501,0.036017,-0.336047
930304787,-0.973089,0.036728,-0.337354
930324844,-0.972442,0.087449,-0.338112
930344903,-1.076265,0.038150,-0.339969
930364960,-1.024677,0.037439,-0.338662
930385017,-1.076542,0.038821,-0.291142
930405074,-1.075896,0.089542,-0.291900
930425132,-1.074880,0.191654,-0.244589
930445188,-1.074603,0.190984,-0.293416
930465245,-1.073310,0.292426,-0.294931
930485302,-0.916605,0.442456,-0.293283
930505359,-0.917252,0.391735,-0.292525
930525415,-1.074233,0.242376,-0.245347
930545472,-1.178334,0.193747,-0.198377
930565530,-1.020428,0.393157,-0.295139
930585586,-1.019782,0.443878,-0.295897
