Timestamp (us),X (a.u.),Y (a.u.),Z (a.u.)
934517277,0.929644,-0.463723,0.102745
934566929,0.929656,-0.473163,0.082438
934616588,0.929306,-0.472929,0.102866
934666244,0.929274,-0.472917,0.102859
934715901,0.929030,-0.482158,0.102999
934765558,0.929061,-0.482169,0.103005
934815217,0.948254,-0.464467,0.092770
934864878,0.929130,-0.472812,0.113079
934914534,0.947771,-0.473566,0.103111
934964187,0.928999,-0.482146,0.102993
935013842,0.929349,-0.482380,0.082565
935063501,0.928999,-0.482146,0.102993
935113156,0.929337,-0.472941,0.102872
935162808,0.928967,-0.482134,0.102987
935212466,0.938439,-0.482594,0.092906
935262129,0.928999,-0.482146,0.102993
935311788,0.938232,-0.482464,0.103116
935361447,0.928999,-0.482146,0.102993
935411108,0.937718,-0.491552,0.113449
935460769,0.938056,-0.482347,0.113329
935510431,0.928999,-0.482146,0.102993
935560086,0.929306,-0.472929,0.102866
935609746,0.938232,-0.482464,0.103116
935659407,0.938507,-0.473236,0.102982
935709070,0.919972,-0.481956,0.092661
935758724,0.928886,-0.482052,0.113222
935808379,0.929412,-0.482404,0.082572
935858042,0.928855,-0.482040,0.113214
935907713,0.948054,-0.483159,0.072601
936007032,0.929587,-0.482521,0.072355
